id,Premium_Wines,Value_Wines,Food_Pairing_Meat,Food_Pairing_Seafood,Food_Pairing_Spicy,Food_Pairing_Dessert,Flavor_Profile_Spice,Flavor_Profile_Oak
2800,1,0,1,0,0,0,0,0.0
21938,1,0,1,0,1,0,1,1.0
1679343,1,0,1,0,0,0,1,1.0
5323052,1,0,1,0,1,0,1,1.0
1204753,1,0,1,0,0,0,1,1.0
1753344,1,0,1,0,1,0,1,1.0
1661727,1,0,1,0,0,0,0,1.0
5537657,0,1,1,0,1,0,1,1.0
1302112,1,0,1,0,0,0,0,1.0
1130063,0,1,1,0,0,0,0,0.0
2249,0,1,0,1,0,0,0,0.0
19466,0,1,0,1,0,0,0,0.0
1695593,0,1,1,0,0,0,0,0.0
1904714,1,0,1,0,0,0,0,1.0
1173787,0,1,1,0,1,0,0,0.0
1208207,0,1,0,1,0,0,0,0.0
1510622,1,0,1,0,0,0,0,0.0
2444683,1,0,1,0,1,0,0,1.0
2607703,0,1,0,0,0,0,0,0.0
1526005,0,1,0,1,0,0,0,0.0
1195424,0,1,1,0,1,0,1,0.0
2448983,0,1,0,1,0,0,0,0.0
3418192,0,1,0,1,0,0,0,1.0
1548333,0,1,1,0,0,0,0,0.0
5309292,0,1,0,1,0,0,0,0.0
12746,0,0,0,0,0,1,0,0.0
2371658,0,0,0,0,0,1,0,0.0
2430582,0,1,0,1,0,0,0,0.0
1135810,0,1,1,0,0,0,1,0.0
1799796,0,1,0,1,0,0,0,0.0
1215253,1,0,1,0,1,0,1,1.0
1229597,0,1,1,0,0,0,0,0.0
1989921,0,1,0,1,0,0,0,0.0
4202067,0,1,0,1,0,0,0,0.0
4112632,0,1,0,1,0,0,0,0.0
1426077,1,0,1,0,0,0,1,1.0
22448,1,0,1,0,0,0,0,0.0
3339034,0,1,0,1,0,0,0,0.0
1859464,0,1,0,0,0,1,0,0.0
2364163,0,1,0,1,0,0,0,0.0
5310752,0,1,0,0,0,0,0,0.0
2559879,0,1,0,0,0,0,0,0.0
1492445,0,1,1,0,0,0,0,0.0
1564237,0,1,1,0,0,0,0,0.0
1264910,0,1,0,0,0,0,0,0.0
1603030,0,1,0,0,0,0,0,0.0
1773124,0,1,0,0,0,0,0,0.0
1441373,0,1,1,0,0,0,0,0.0
1514642,0,1,1,0,0,0,1,0.0
1447893,0,1,1,0,0,0,0,0.0
10516860,0,1,1,0,0,0,0,0.0
1942076,0,1,1,0,0,0,0,0.0
1257862,0,1,0,1,0,0,0,0.0
1084709,0,1,1,0,0,0,0,0.0
2801152,0,1,0,1,0,0,0,1.0
79012,0,1,1,0,0,0,0,1.0
1958535,0,1,1,0,0,0,0,1.0
1796876,1,0,1,0,0,0,0,1.0
1540547,0,1,0,0,0,0,0,0.0
2158313,0,1,1,0,0,0,0,0.0
1166951,0,1,0,1,0,0,0,0.0
1798898,0,1,0,0,0,0,0,0.0
1155678,0,0,1,0,1,0,1,0.0
2065395,0,0,0,1,0,0,0,0.0
1131438,0,0,0,1,0,0,0,0.0
1750303,0,0,0,1,0,0,1,1.0
1946304,0,1,0,1,0,0,0,0.0
1260683,0,0,0,1,0,0,0,0.0
11956,1,0,0,1,0,0,0,0.0
1911730,0,0,1,0,0,0,0,0.0
1331361,0,0,1,0,0,0,0,1.0
3327312,0,0,0,1,0,0,0,1.0
1141324,0,1,1,0,0,0,1,1.0
2552356,0,0,1,0,0,0,0,0.0
5127042,0,1,0,0,0,0,0,0.0
1157163,0,1,1,0,0,0,0,0.0
89012,0,1,1,0,0,0,0,0.0
1313988,0,0,0,1,0,0,0,0.0
4910639,0,0,0,1,1,0,0,0.0
1194996,0,0,0,1,0,0,0,0.0
39354,1,0,1,0,0,0,1,0.0
6178734,0,1,1,0,0,0,0,0.0
1482073,0,0,1,0,0,0,0,1.0
1634449,0,1,0,1,0,0,1,1.0
7768285,0,0,1,0,0,0,1,0.0
1099829,0,0,0,1,0,0,0,0.0
4420386,0,0,1,0,0,0,0,0.0
3849487,0,0,1,0,0,0,1,0.0
1895713,0,0,0,1,0,0,0,0.0
5734503,0,0,1,0,0,0,0,0.0
87812,0,0,0,1,0,0,0,0.0
2716428,0,0,1,0,1,0,0,1.0
1174046,0,0,0,1,0,0,1,0.0
2894,1,0,1,0,0,0,0,1.0
2154958,1,0,0,1,0,0,0,1.0
84906,1,0,0,1,0,0,0,1.0
44004,0,0,1,0,0,0,0,1.0
1126572,0,0,1,0,0,0,0,1.0
1564668,0,1,0,1,0,0,0,0.0
1382680,0,1,0,1,0,0,0,0.0
4813358,0,1,0,1,0,0,0,1.0
2639539,0,0,0,1,1,0,1,0.0
2451598,0,0,0,1,0,0,0,0.0
1483119,0,1,1,0,0,0,0,1.0
2141,0,1,1,0,1,0,0,1.0
1545379,0,0,1,0,0,0,0,1.0
1837798,0,0,1,0,0,0,0,0.0
93927,0,0,0,1,0,0,1,0.0
1152318,0,0,1,0,0,0,0,1.0
1739932,0,1,0,1,0,0,0,0.0
5189655,0,0,1,0,0,0,0,0.0
1451555,0,0,0,1,0,0,0,0.0
1753275,0,0,1,0,0,0,0,0.0
1803057,0,0,0,1,0,0,0,0.0
2711403,0,1,1,0,0,0,0,0.0
2724005,1,0,1,0,0,0,0,1.0
1842934,1,0,1,0,0,0,0,1.0
1522648,1,0,1,0,0,0,0,1.0
1482011,0,1,1,0,0,0,0,1.0
14819,0,1,0,1,1,0,0,0.0
6817596,0,0,0,1,0,0,0,1.0
23885,0,0,0,0,0,1,0,0.0
1677391,1,0,1,0,0,0,0,1.0
1645554,0,0,1,0,0,0,0,1.0
1473082,0,0,0,1,0,0,0,1.0
1182123,0,0,1,0,0,0,0,0.0
5720887,0,0,1,0,0,0,0,1.0
2855219,0,0,0,1,0,0,0,0.0
14292,0,0,0,1,0,0,1,0.0
1131387,0,0,0,0,1,0,1,0.0
1316284,0,0,1,0,0,0,0,1.0
5610371,0,0,0,1,0,0,0,0.0
2384581,0,0,0,1,1,0,0,0.0
1393956,0,0,0,1,0,0,0,0.0
3231995,1,0,0,1,0,0,0,1.0
1106220,1,0,1,0,0,0,0,1.0
79360,1,0,1,0,0,0,0,1.0
79326,1,0,1,0,0,0,0,1.0
6090906,1,0,1,0,0,0,0,1.0
1183550,1,0,1,0,0,0,0,1.0
1589412,1,0,1,0,0,0,0,1.0
8793,1,0,1,0,0,0,0,1.0
75772,1,0,1,0,0,0,0,1.0
2343110,0,0,1,0,0,0,0,0.0
1373926,0,0,1,0,0,0,0,1.0
3270062,0,0,1,0,0,0,0,1.0
15901,0,0,1,0,0,0,0,0.0
4088798,0,0,1,0,0,0,0,1.0
5652933,0,0,0,1,0,0,0,0.0
1166067,0,0,0,1,1,0,0,0.0
5825163,0,0,0,1,0,0,0,0.0
1165148,0,0,0,1,1,0,0,0.0
1202844,0,0,1,0,0,0,0,1.0
99484,0,0,1,0,0,0,0,1.0
2849895,0,0,1,0,0,0,0,1.0
1167586,0,1,1,0,0,0,0,1.0
87380,0,0,0,1,0,0,0,0.0
1748839,0,0,1,0,0,0,0,1.0
1142980,0,0,1,0,0,0,1,1.0
9534135,0,0,1,0,0,0,1,1.0
1205850,0,0,1,0,0,0,0,1.0
1127704,1,0,1,0,0,0,0,1.0
1155874,0,0,1,0,0,0,1,1.0
1161054,0,1,0,1,0,0,0,0.0
4255411,0,1,0,1,0,0,0,1.0
1656645,0,0,1,0,0,0,1,0.0
1642305,0,0,0,1,0,0,0,1.0
1145665,0,1,0,1,0,0,0,0.0
2667953,0,0,1,0,0,0,0,1.0
1405559,0,0,1,0,0,0,0,0.0
2374188,0,1,0,1,0,0,0,0.0
802,0,0,1,0,0,0,0,1.0
1171623,0,0,1,0,0,0,0,1.0
99266,0,0,1,0,0,0,0,0.0
2319609,0,1,1,0,0,0,0,1.0
1253930,0,0,1,0,0,0,0,0.0
4272853,0,0,0,1,0,0,0,0.0
2667563,0,1,1,0,0,0,0,0.0
1189119,0,1,1,0,0,0,0,0.0
1203615,0,1,1,0,0,0,0,0.0
4715520,0,0,0,1,0,0,0,0.0
1719010,0,0,1,0,0,0,0,1.0
1317031,0,0,1,0,0,0,1,0.0
4972033,0,0,1,0,0,0,0,1.0
4658480,0,0,1,0,0,0,1,1.0
1769938,0,1,1,0,0,0,1,1.0
1183546,1,0,1,0,0,0,0,1.0
2105090,1,0,1,0,0,0,0,1.0
1163584,0,0,0,0,0,1,0,0.0
4236705,0,0,1,0,0,0,0,1.0
2704490,0,1,1,0,0,0,0,0.0
1382518,0,0,1,0,0,0,0,0.0
1157390,0,0,1,0,0,0,0,0.0
1203193,0,0,1,0,0,0,0,1.0
2032695,0,0,1,0,0,0,0,1.0
1817728,0,0,0,1,0,0,0,1.0
1620419,0,0,1,0,0,0,0,0.0
1467300,0,0,1,0,0,0,0,0.0
1208094,0,0,1,0,0,0,0,1.0
1278767,0,0,1,0,0,0,0,0.0
1689727,0,0,1,0,0,0,0,1.0
1734858,0,0,1,0,0,0,0,1.0
1156213,0,0,0,1,0,0,0,0.0
114,0,0,1,0,0,0,0,0.0
1515838,0,0,1,0,0,0,0,0.0
5383608,0,0,1,0,0,0,0,1.0
1290241,1,0,1,0,0,0,0,1.0
1136921,0,1,1,0,0,0,1,1.0
1315198,0,1,1,0,0,0,0,1.0
1770785,0,1,1,0,0,0,0,1.0
5016862,0,0,0,1,0,0,0,0.0
1593946,0,1,1,0,0,0,1,1.0
1489365,0,0,1,0,0,0,0,1.0
2368223,1,0,0,1,0,0,1,1.0
1706062,0,1,0,1,0,0,0,0.0
1131368,0,1,0,0,1,1,0,0.0
2195205,1,0,1,0,0,0,0,1.0
10381,0,0,1,0,0,0,0,0.0
23382,0,1,1,0,0,0,1,1.0
1242944,0,0,0,0,0,0,0,0.0
7149946,0,0,0,1,0,0,0,0.0
28294,0,1,1,0,0,0,0,0.0
2436976,0,1,1,0,0,0,0,0.0
43994,0,0,1,0,0,0,0,1.0
1982014,0,0,0,0,0,0,0,0.0
2419820,0,0,1,0,0,0,0,0.0
6171777,0,1,0,1,1,0,0,0.0
2484104,0,1,1,0,0,0,1,1.0
1245,0,1,1,0,0,0,0,1.0
2643476,0,0,1,0,0,0,0,0.0
1953054,0,0,1,0,0,0,0,0.0
6620841,0,0,0,1,0,0,0,0.0
12088096,0,1,1,0,0,0,0,1.0
2042016,0,0,0,1,1,0,1,0.0
1476986,0,0,1,0,0,0,0,1.0
2716766,0,0,1,0,0,0,0,1.0
4558239,0,0,0,1,0,0,0,1.0
1104824,0,0,0,1,0,0,0,0.0
2922277,0,0,1,0,0,0,0,0.0
90079,0,0,0,1,1,0,0,0.0
1927473,0,0,0,1,0,0,0,0.0
21115,0,0,1,0,0,0,0,1.0
2699950,0,0,1,0,0,0,0,1.0
1291875,0,0,1,0,0,0,0,1.0
2538589,0,1,1,0,0,0,0,1.0
3735473,0,0,0,1,0,0,0,0.0
1546943,0,0,1,0,0,0,0,0.0
1619037,0,0,0,1,0,0,0,0.0
7675,0,0,0,1,0,0,0,1.0
3676796,0,0,1,0,0,0,0,0.0
3147754,0,0,1,0,0,0,0,0.0
1783228,0,0,0,1,0,0,0,0.0
3920322,0,0,1,0,0,0,0,0.0
3681735,0,1,0,1,1,0,0,0.0
2003471,0,1,0,1,1,0,0,0.0
1810445,1,0,1,0,0,0,0,0.0
4018489,0,1,0,0,0,0,0,0.0
2456849,1,0,1,0,0,0,1,0.0
1146804,0,0,0,1,0,0,0,0.0
4561804,0,0,0,1,0,0,0,0.0
1530297,0,0,0,1,0,0,0,1.0
2852335,0,0,0,1,0,0,0,0.0
5047233,0,0,0,0,1,0,0,0.0
1851764,0,0,1,0,0,0,0,0.0
1378925,0,0,0,1,0,0,0,1.0
4256,0,0,1,0,0,0,0,0.0
1203258,0,0,1,0,0,0,1,0.0
6704282,0,0,1,0,0,0,0,0.0
3901549,0,0,0,1,0,0,0,0.0
6685450,0,0,1,0,0,0,0,0.0
2446,0,0,1,0,0,0,0,1.0
4696047,0,1,0,1,0,0,0,0.0
1639656,0,1,1,0,0,0,0,0.0
78772,0,0,1,0,0,0,0,0.0
1122933,0,1,0,1,0,0,0,0.0
87818,0,0,0,0,1,0,1,0.0
1864530,0,0,0,1,0,0,0,0.0
6461,0,1,0,1,0,0,0,0.0
4384190,0,1,1,0,0,0,0,0.0
4364494,0,1,1,0,0,0,0,0.0
6217120,0,0,1,0,0,0,0,0.0
84880,0,0,0,1,0,0,0,0.0
13405,1,0,1,0,0,0,0,0.0
2944447,1,0,1,0,0,0,0,0.0
1100936,1,0,1,0,0,0,0,0.0
2548803,1,0,1,0,0,0,0,0.0
2022950,1,0,1,0,0,0,0,0.0
87378,1,0,0,1,0,0,0,0.0
81814,1,0,1,0,0,0,0,0.0
5871,0,0,1,0,0,0,0,0.0
44024,0,1,0,1,0,0,0,0.0
10142,0,0,1,0,0,0,0,0.0
1445126,0,0,1,0,0,0,0,0.0
1595449,0,0,1,0,0,0,0,0.0
4861391,0,0,1,0,0,0,0,0.0
2463955,0,0,1,0,0,0,0,0.0
1836647,0,0,1,0,0,0,0,0.0
1164120,0,0,1,0,0,0,0,0.0
11373759,0,0,1,0,0,0,0,0.0
5358530,1,0,1,0,0,0,0,0.0
98783,0,0,1,0,0,0,1,0.0
83330,0,0,1,0,0,0,0,0.0
1162271,1,0,1,0,0,0,1,0.0
1147757,0,0,1,0,0,0,0,0.0
20993,0,0,1,0,0,0,0,0.0
1510120,0,0,0,1,0,0,0,0.0
2066805,0,0,1,0,0,0,0,0.0
1672,0,1,1,0,0,0,0,0.0
1547942,0,1,0,1,0,0,0,0.0
2739911,1,0,1,0,0,0,0,0.0
99589,1,0,1,0,0,0,0,0.0
1253143,1,0,1,0,0,0,0,0.0
10933,1,0,1,0,0,0,0,0.0
1667408,1,0,0,0,1,0,1,0.0
2115153,1,0,0,0,1,1,1,0.0
1706173,1,0,1,0,0,0,0,0.0
2148298,1,0,1,0,0,0,0,0.0
1197513,0,1,1,0,0,0,0,0.0
5983305,0,0,0,1,0,0,0,0.0
1663296,0,0,0,1,0,0,0,0.0
1429011,0,0,0,1,0,0,0,0.0
17136,0,0,0,1,0,0,0,0.0
1564815,0,0,0,0,0,0,0,0.0
1143587,0,0,1,0,0,0,0,0.0
5954390,0,1,1,0,0,0,0,0.0
1196271,0,1,1,0,0,0,0,0.0
8274335,0,0,0,1,0,0,0,0.0
5006142,0,0,0,1,0,0,0,0.0
63104,0,0,1,0,0,0,0,0.0
1744377,0,0,0,1,0,0,0,0.0
2358157,0,0,0,1,0,0,0,0.0
3801349,0,1,0,1,0,0,0,0.0
3934600,0,0,1,0,0,0,0,0.0
3909367,0,0,0,1,0,0,0,0.0
1729102,0,1,0,1,0,0,0,0.0
1820723,0,0,1,0,0,0,0,0.0
5344668,0,0,0,1,0,0,0,0.0
19429,0,0,1,0,0,0,0,0.0
2107676,0,0,1,0,0,0,0,0.0
2394656,0,1,0,1,0,0,0,0.0
2385205,0,0,1,0,0,0,0,0.0
1124474,0,0,1,0,0,0,0,0.0
4166852,0,0,0,1,0,0,0,0.0
6817054,0,0,1,0,0,0,0,0.0
1991749,0,0,1,0,0,0,0,0.0
2082851,0,0,1,0,0,0,0,0.0
1126220,0,0,0,1,0,0,0,0.0
2683820,0,0,1,0,0,0,0,0.0
2128762,0,0,1,0,0,0,1,0.0
1182908,0,0,1,0,0,0,0,0.0
6401360,0,0,0,1,0,0,0,1.0
12809,0,0,1,0,0,0,0,0.0
5059350,0,0,1,0,0,0,0,0.0
1268512,0,0,1,0,0,0,0,0.0
1589254,0,0,1,0,0,0,0,0.0
13403,0,0,1,0,0,0,1,0.0
5072552,1,0,1,0,0,0,0,0.0
1117174,1,0,0,1,0,0,0,0.0
1693455,0,0,0,1,0,0,0,0.0
23863,0,0,1,0,0,0,0,0.0
1188543,1,0,1,0,0,0,0,0.0
5360000,1,0,1,0,0,0,0,0.0
2502986,1,0,0,1,0,0,0,0.0
4239359,1,0,1,0,0,0,0,1.0
4626613,1,0,1,0,0,0,1,0.0
4179656,1,0,1,0,0,0,1,1.0
92526,1,0,1,0,0,0,1,0.0
2633864,0,1,0,1,1,0,0,0.0
1548622,0,0,1,0,0,0,0,0.0
3798943,0,0,1,0,0,0,1,0.0
1084446,0,0,0,1,0,0,0,0.0
12192,0,0,1,0,1,0,1,0.0
1200571,0,0,1,0,0,0,1,1.0
2018312,0,0,0,1,0,0,0,0.0
2200922,0,0,1,0,1,0,1,0.0
2610231,0,0,0,1,0,0,0,0.0
3940821,1,0,1,0,0,0,0,1.0
4647863,0,0,1,0,0,0,0,1.0
2156846,0,0,1,0,1,0,1,0.0
3387165,0,0,1,0,1,0,1,0.0
78697,0,0,1,0,0,0,0,0.0
6684,0,0,0,1,0,0,0,0.0
1791,0,0,1,0,0,0,0,0.0
1778508,0,0,1,0,0,0,0,0.0
7078,0,0,1,0,0,0,0,0.0
94124,0,0,1,0,1,0,1,0.0
1551977,1,0,1,0,1,0,1,0.0
5308493,1,0,1,0,1,0,1,0.0
5131926,0,0,1,0,1,0,1,0.0
6690954,1,0,1,0,0,0,0,0.0
5443164,0,1,1,0,0,0,0,0.0
4774,0,0,0,1,0,0,0,0.0
1189123,1,0,0,1,0,0,0,0.0
6238,0,1,1,0,0,0,0,0.0
5049926,0,0,0,1,0,0,0,0.0
93938,0,0,1,0,0,0,0,0.0
5360344,0,0,1,0,0,0,0,0.0
1102693,0,1,0,1,0,0,0,0.0
3953066,0,1,1,0,0,0,0,0.0
5824977,0,0,1,0,0,0,0,1.0
1613905,0,0,1,0,0,0,0,0.0
6038428,0,0,1,0,0,0,0,0.0
1624671,0,1,1,0,0,0,0,0.0
1289501,0,0,1,0,0,0,0,0.0
1274916,0,1,0,1,0,0,0,0.0
2677793,0,0,0,1,0,0,0,0.0
9170253,0,0,1,0,0,0,0,1.0
10147,0,0,0,1,0,0,0,0.0
1987503,1,0,1,0,0,0,0,0.0
1281684,1,0,1,0,0,0,0,1.0
86975,1,0,1,0,0,0,0,0.0
3605844,1,0,1,0,0,0,0,0.0
2538281,1,0,1,0,0,0,0,0.0
3285256,1,0,1,0,0,0,0,0.0
3605828,1,0,1,0,0,0,0,0.0
3603687,1,0,1,0,0,0,0,0.0
4304,1,0,0,1,0,0,0,0.0
79964,1,0,1,0,0,0,0,0.0
1084580,1,0,1,0,0,0,0,0.0
4581246,1,0,1,0,0,0,0,0.0
1105647,1,0,0,0,0,1,0,0.0
82203,1,0,1,0,0,0,0,0.0
1239214,1,0,1,0,0,0,0,0.0
1478039,1,0,1,0,0,0,0,0.0
26134,1,0,0,0,0,1,0,0.0
2603531,0,0,1,0,0,0,0,0.0
1529400,0,0,1,0,0,0,0,0.0
2955360,0,0,1,0,0,0,0,0.0
1099143,0,1,0,1,0,0,0,0.0
1896149,0,1,1,0,0,0,0,0.0
1174028,0,1,0,1,0,0,0,0.0
1187385,1,0,1,0,0,0,0,0.0
90134,1,0,1,0,0,0,0,0.0
1868552,1,0,0,1,0,0,0,0.0
85477,1,0,1,0,0,0,0,0.0
1899360,1,0,1,0,0,0,0,0.0
1628815,1,0,0,1,0,0,0,0.0
5282046,1,0,1,0,0,0,0,0.0
734428,1,0,1,0,0,0,1,0.0
3699129,1,0,0,1,0,0,0,0.0
1457759,0,1,1,0,0,0,0,0.0
1495210,1,0,1,0,0,0,0,0.0
4782195,1,0,1,0,0,0,0,0.0
5354886,0,1,0,1,0,0,0,0.0
4259254,0,1,0,1,0,0,0,0.0
1820071,0,0,1,0,0,0,0,0.0
2564506,1,0,0,1,0,0,0,1.0
1230926,0,1,1,0,0,0,0,0.0
1100458,0,1,1,0,0,0,0,0.0
4828034,0,0,1,0,0,0,0,0.0
4898640,0,1,0,1,0,0,0,0.0
5378160,0,0,0,1,0,0,0,0.0
1162756,0,0,1,0,0,0,0,0.0
1246142,0,0,1,0,0,0,0,0.0
1146643,0,0,1,0,0,0,0,0.0
10134,0,0,1,0,0,0,0,1.0
5980,0,0,0,1,0,0,0,0.0
1176409,0,1,1,0,0,0,0,0.0
1244348,1,0,1,0,0,0,0,0.0
1697094,0,0,1,0,0,0,0,0.0
1149692,0,1,1,0,0,0,0,0.0
4329904,0,0,1,0,0,0,0,0.0
1919607,0,0,1,0,0,0,1,1.0
1226759,0,0,1,0,0,0,0,1.0
1780684,0,0,1,0,0,0,0,1.0
11380,0,1,0,0,1,1,0,0.0
12818,0,0,1,0,0,0,1,1.0
1099066,0,0,1,0,0,0,1,0.0
7121051,1,0,1,0,0,0,1,1.0
1733951,1,0,1,0,0,0,1,0.0
1592968,1,0,1,0,0,0,1,0.0
1464260,1,0,1,0,0,0,1,1.0
1294293,0,1,1,0,0,0,0,0.0
1145624,0,1,1,0,0,0,0,1.0
1744295,0,0,1,0,1,0,0,0.0
1662644,0,0,0,1,0,0,1,0.0
3833482,0,0,1,0,0,0,0,1.0
97586,0,1,0,0,1,0,1,0.0
1155918,1,0,0,0,0,1,0,1.0
2725346,1,0,0,1,0,0,0,0.0
1162442,1,0,0,0,1,0,1,0.0
4049965,1,0,1,0,0,0,0,1.0
1956611,1,0,1,0,0,0,0,1.0
19279,1,0,1,0,1,0,0,0.0
8656,0,1,0,1,0,0,0,1.0
11600,0,1,0,1,0,0,0,0.0
1152519,1,0,1,0,0,0,0,1.0
1274840,0,0,1,0,0,0,0,1.0
4801774,0,1,1,0,0,0,0,1.0
1939306,0,1,1,0,0,0,0,0.0
1199805,0,1,0,1,0,0,0,0.0
1142689,0,0,1,0,0,0,0,0.0
4399090,1,0,1,0,0,0,0,1.0
5445693,1,0,0,1,0,0,1,1.0
